Id;Strategy;Side;Amount;Price;Date/Time;Trade P/L;P/L;Position;
23;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$93.22;5/14/21, 9:09 AM;;($0.05);1.0;
24;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$93.83;5/14/21, 9:15 AM;$0.61;$0.46;0.0;
25;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.04;5/14/21, 9:16 AM;;$0.61;1.0;
26;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.15;5/14/21, 9:22 AM;$0.10;$0.57;0.0;
27;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.29;5/14/21, 9:25 AM;;$0.52;1.0;
28;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.19;5/14/21, 9:29 AM;($0.10);$0.47;0.0;
29;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.36;5/14/21, 9:32 AM;;$0.61;1.0;
30;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.34;5/14/21, 9:36 AM;($0.02);$0.45;0.0;
31;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.45;5/14/21, 9:40 AM;;$0.36;1.0;
32;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.31;5/14/21, 9:41 AM;($0.14);$0.31;0.0;
33;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.32;5/14/21, 9:45 AM;;$0.42;1.0;
34;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.29;5/14/21, 9:46 AM;($0.03);$0.28;0.0;
35;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.46;5/14/21, 9:48 AM;;$0.42;1.0;
36;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.59;5/14/21, 9:53 AM;$0.13;$0.41;0.0;
37;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.74;5/14/21, 9:55 AM;;$0.46;1.0;
38;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.73;5/14/21, 9:58 AM;$0.00;$0.40;0.0;
39;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.19;5/17/21, 8:35 AM;;$0.29;1.0;
40;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.13;5/17/21, 8:36 AM;($0.06);$0.35;0.0;
41;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.35;5/17/21, 8:37 AM;;$0.37;1.0;
42;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.47;5/17/21, 8:38 AM;$0.12;$0.46;0.0;
43;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.75;5/17/21, 8:40 AM;;$0.61;1.0;
44;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.81;5/17/21, 8:40 AM;$0.06;$0.52;0.0;
45;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.65;5/17/21, 8:42 AM;;$0.42;1.0;
46;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.46;5/17/21, 8:42 AM;($0.19);$0.33;0.0;
47;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.64;5/17/21, 8:43 AM;;$0.45;1.0;
48;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.62;5/17/21, 8:43 AM;($0.02);$0.31;0.0;
49;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.69;5/17/21, 8:45 AM;;$0.36;1.0;
50;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.82;5/17/21, 8:46 AM;$0.13;$0.44;0.0;
51;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.94;5/17/21, 8:46 AM;;$0.52;1.0;
52;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$95.01;5/17/21, 8:47 AM;$0.07;$0.51;0.0;
53;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$95.08;5/17/21, 8:48 AM;;$0.37;1.0;
54;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.93;5/17/21, 8:48 AM;($0.14);$0.37;0.0;
55;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.88;5/17/21, 8:50 AM;;$0.26;1.0;
56;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.63;5/17/21, 8:50 AM;($0.25);$0.12;0.0;
57;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.12;5/17/21, 8:53 AM;;$0.18;1.0;
58;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.05;5/17/21, 8:54 AM;($0.07);$0.05;0.0;
59;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.07;5/17/21, 8:55 AM;;$0.17;1.0;
60;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.08;5/17/21, 8:57 AM;$0.01;$0.06;0.0;
61;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$93.87;5/17/21, 9:00 AM;;($0.08);1.0;
62;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$93.73;5/17/21, 9:00 AM;($0.14);($0.08);0.0;
63;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$93.20;5/17/21, 9:03 AM;;$0.03;1.0;
64;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$93.09;5/17/21, 9:04 AM;($0.11);($0.19);0.0;
65;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$93.30;5/17/21, 9:05 AM;;($0.11);1.0;
66;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$93.41;5/17/21, 9:06 AM;$0.11;($0.08);0.0;
67;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$93.15;5/17/21, 9:10 AM;;$0.07;1.0;
68;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$93.38;5/17/21, 9:12 AM;$0.23;$0.16;0.0;
69;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$93.51;5/17/21, 9:13 AM;;$0.23;1.0;
70;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$93.45;5/17/21, 9:14 AM;($0.06);$0.10;0.0;
71;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$93.42;5/17/21, 9:16 AM;;$0.24;1.0;
72;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.36;5/17/21, 9:23 AM;$0.94;$1.04;0.0;
73;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.43;5/17/21, 9:28 AM;;$0.92;1.0;
74;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.31;5/17/21, 9:28 AM;($0.12);$0.92;0.0;
75;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$93.89;5/17/21, 9:30 AM;;$1.05;1.0;
76;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$93.81;5/17/21, 9:31 AM;($0.08);$0.84;0.0;
77;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$93.58;5/17/21, 9:33 AM;;$0.89;1.0;
78;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.50;5/17/21, 9:39 AM;$0.92;$1.76;0.0;
79;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.41;5/17/21, 9:45 AM;;$1.62;1.0;
80;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.27;5/17/21, 9:45 AM;($0.14);$1.62;0.0;
81;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.39;5/17/21, 9:46 AM;;$1.59;1.0;
82;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.22;5/17/21, 9:46 AM;($0.17);$1.45;0.0;
83;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.05;5/17/21, 9:49 AM;;$1.60;1.0;
84;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.20;5/17/21, 9:50 AM;$0.15;$1.60;0.0;
85;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.31;5/17/21, 9:51 AM;;$1.70;1.0;
86;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.29;5/17/21, 9:52 AM;($0.02);$1.58;0.0;
87;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.03;5/17/21, 9:57 AM;;$1.70;1.0;
88;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.05;5/17/21, 9:57 AM;$0.02;$1.60;0.0;
89;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.09;5/17/21, 9:59 AM;;$1.67;1.0;
90;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.05;5/17/21, 10:01 AM;($0.04);$1.56;0.0;
91;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$95.00;5/18/21, 8:36 AM;;$1.44;1.0;
92;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.88;5/18/21, 8:36 AM;($0.12);$1.44;0.0;
93;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$95.04;5/18/21, 8:37 AM;;$1.40;1.0;
94;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.95;5/18/21, 8:38 AM;($0.09);$1.35;0.0;
95;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$95.04;5/18/21, 8:38 AM;;$1.46;1.0;
96;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$95.39;5/18/21, 8:40 AM;$0.35;$1.70;0.0;
97;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$95.23;5/18/21, 8:43 AM;;$1.58;1.0;
98;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$95.12;5/18/21, 8:44 AM;($0.11);$1.59;0.0;
99;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.88;5/18/21, 8:45 AM;;$1.74;1.0;
100;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.75;5/18/21, 8:45 AM;($0.13);$1.46;0.0;
101;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.77;5/18/21, 8:47 AM;;$1.61;1.0;
102;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.84;5/18/21, 8:48 AM;$0.07;$1.53;0.0;
103;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.52;5/18/21, 8:52 AM;;$1.63;1.0;
104;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.65;5/18/21, 8:55 AM;$0.13;$1.66;0.0;
105;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.83;5/18/21, 8:57 AM;;$1.81;1.0;
106;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.97;5/18/21, 8:58 AM;$0.14;$1.80;0.0;
107;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.91;5/18/21, 9:00 AM;;$1.95;1.0;
108;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.93;5/18/21, 9:01 AM;$0.02;$1.82;0.0;
109;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.67;5/18/21, 9:04 AM;;$1.80;1.0;
110;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.59;5/18/21, 9:04 AM;($0.08);$1.74;0.0;
111;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.71;5/18/21, 9:05 AM;;$1.61;1.0;
112;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.58;5/18/21, 9:05 AM;($0.13);$1.61;0.0;
113;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.73;5/18/21, 9:07 AM;;$1.76;1.0;
114;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.85;5/18/21, 9:08 AM;$0.12;$1.73;0.0;
115;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.94;5/18/21, 9:10 AM;;$1.67;1.0;
116;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$94.84;5/18/21, 9:10 AM;($0.10);$1.63;0.0;
117;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$94.98;5/18/21, 9:12 AM;;$1.75;1.0;
118;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$95.46;5/18/21, 9:17 AM;$0.48;$2.11;0.0;
119;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$95.60;5/18/21, 9:20 AM;;$1.99;1.0;
120;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$95.46;5/18/21, 9:22 AM;($0.14);$1.97;0.0;
121;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$95.53;5/18/21, 9:25 AM;;$2.10;1.0;
122;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$96.01;5/18/21, 9:36 AM;$0.48;$2.45;0.0;
123;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$95.92;5/18/21, 9:45 AM;;$2.43;1.0;
124;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$95.98;5/18/21, 9:51 AM;$0.06;$2.51;0.0;
125;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$95.95;5/18/21, 9:55 AM;;$2.43;1.0;
126;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$95.76;5/18/21, 9:58 AM;($0.19);$2.32;0.0;
127;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$95.90;5/18/21, 9:58 AM;;$2.26;1.0;
128;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$95.85;5/18/21, 10:02 AM;($0.05);$2.27;0.0;
129;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.71;5/19/21, 8:36 AM;;$2.42;1.0;
130;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.65;5/19/21, 8:36 AM;($0.06);$2.21;0.0;
131;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.28;5/19/21, 8:38 AM;;$2.21;1.0;
132;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.22;5/19/21, 8:39 AM;($0.06);$2.15;0.0;
133;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$87.83;5/19/21, 8:41 AM;;$2.23;1.0;
134;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.04;5/19/21, 8:44 AM;$1.21;$3.36;0.0;
135;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.33;5/19/21, 8:45 AM;;$3.24;1.0;
136;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.17;5/19/21, 8:46 AM;($0.16);$3.20;0.0;
137;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.67;5/19/21, 8:48 AM;;$3.35;1.0;
138;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.86;5/19/21, 8:49 AM;$0.19;$3.39;0.0;
139;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.06;5/19/21, 8:50 AM;;$3.54;1.0;
140;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.02;5/19/21, 8:50 AM;($0.04);$3.35;0.0;
141;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.23;5/19/21, 8:50 AM;;$3.49;1.0;
142;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.38;5/19/21, 8:51 AM;$0.15;$3.50;0.0;
143;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.34;5/19/21, 8:52 AM;;$3.37;1.0;
144;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.21;5/19/21, 8:52 AM;($0.13);$3.37;0.0;
145;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.24;5/19/21, 8:52 AM;;$3.29;1.0;
146;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.15;5/19/21, 8:53 AM;($0.09);$3.28;0.0;
147;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.13;5/19/21, 8:54 AM;;$3.21;1.0;
148;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.01;5/19/21, 8:54 AM;($0.12);$3.16;0.0;
149;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.09;5/19/21, 8:54 AM;;$3.08;1.0;
150;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.86;5/19/21, 8:55 AM;($0.23);$2.93;0.0;
151;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.87;5/19/21, 8:55 AM;;$2.86;1.0;
152;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.73;5/19/21, 8:55 AM;($0.14);$2.79;0.0;
153;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.82;5/19/21, 8:56 AM;;$2.94;1.0;
154;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.18;5/19/21, 8:57 AM;$0.36;$3.15;0.0;
155;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.05;5/19/21, 9:00 AM;;$3.29;1.0;
156;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.11;5/19/21, 9:00 AM;$0.06;$3.21;0.0;
157;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.73;5/19/21, 9:01 AM;;$3.14;1.0;
158;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.53;5/19/21, 9:02 AM;($0.20);$3.01;0.0;
159;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.33;5/19/21, 9:04 AM;;$2.95;1.0;
160;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.28;5/19/21, 9:04 AM;($0.05);$2.95;0.0;
161;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.34;5/19/21, 9:05 AM;;$2.85;1.0;
162;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.15;5/19/21, 9:06 AM;($0.19);$2.76;0.0;
163;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.26;5/19/21, 9:06 AM;;$2.73;1.0;
164;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.31;5/19/21, 9:07 AM;$0.05;$2.81;0.0;
165;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.48;5/19/21, 9:08 AM;;$2.82;1.0;
166;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.61;5/19/21, 9:10 AM;$0.13;$2.94;0.0;
167;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.91;5/19/21, 9:10 AM;;$2.99;1.0;
168;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.93;5/19/21, 9:10 AM;$0.02;$2.96;0.0;
169;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.62;5/19/21, 9:12 AM;;$3.02;1.0;
170;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.84;5/19/21, 9:14 AM;$0.22;$3.18;0.0;
171;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.55;5/19/21, 9:15 AM;;$3.25;1.0;
172;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.53;5/19/21, 9:16 AM;($0.02);$3.16;0.0;
173;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$88.56;5/19/21, 9:16 AM;;$3.11;1.0;
174;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.20;5/19/21, 9:20 AM;$0.64;$3.80;0.0;
175;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.13;5/19/21, 9:22 AM;;$3.66;1.0;
176;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.99;5/19/21, 9:22 AM;($0.14);$3.66;0.0;
177;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.13;5/19/21, 9:22 AM;;$3.81;1.0;
178;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.13;5/19/21, 9:25 AM;$0.00;$3.66;0.0;
179;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.52;5/19/21, 9:25 AM;;$3.81;1.0;
180;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.86;5/19/21, 9:27 AM;$0.34;$4.00;0.0;
181;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.92;5/19/21, 9:29 AM;;$3.89;1.0;
182;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.81;5/19/21, 9:29 AM;($0.11);$3.89;0.0;
183;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.97;5/19/21, 9:30 AM;;$3.79;1.0;
184;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.93;5/19/21, 9:32 AM;($0.04);$3.85;0.0;
185;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.53;5/19/21, 9:35 AM;;$3.73;1.0;
186;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.36;5/19/21, 9:35 AM;($0.17);$3.68;0.0;
187;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.55;5/19/21, 9:36 AM;;$3.81;1.0;
188;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.59;5/19/21, 9:36 AM;$0.04;$3.72;0.0;
189;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.03;5/19/21, 9:40 AM;;$3.59;1.0;
190;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.90;5/19/21, 9:40 AM;($0.13);$3.59;0.0;
191;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.04;5/19/21, 9:41 AM;;$3.55;1.0;
192;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$88.98;5/19/21, 9:42 AM;($0.06);$3.53;0.0;
193;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$89.09;5/19/21, 9:43 AM;;$3.67;1.0;
194;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$89.73;5/19/21, 9:47 AM;$0.64;$4.17;0.0;
