Id;Strategy;Side;Amount;Price;Date/Time;Trade P/L;P/L;Position;
29;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$62.49;5/18/21, 8:45 AM;;$2.81;1.0;
30;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$62.37;5/18/21, 8:45 AM;($0.12);$2.45;0.0;
31;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$62.37;5/18/21, 8:45 AM;;$2.67;-1.0;
32;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$62.23;5/18/21, 8:47 AM;$0.14;$2.59;0.0;
33;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$62.23;5/18/21, 8:47 AM;;$2.83;1.0;
34;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$62.45;5/18/21, 8:48 AM;$0.22;$2.81;0.0;
35;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$62.45;5/18/21, 8:48 AM;;$2.67;-1.0;
36;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$62.32;5/18/21, 8:52 AM;$0.13;$2.94;0.0;
37;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$62.32;5/18/21, 8:52 AM;;$3.18;1.0;
38;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$63.95;5/18/21, 8:59 AM;$1.63;$4.56;0.0;
39;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$63.95;5/18/21, 8:59 AM;;$4.38;-1.0;
40;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$64.40;5/18/21, 9:01 AM;($0.45);$4.11;0.0;
41;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$64.40;5/18/21, 9:01 AM;;$3.97;1.0;
42;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$64.20;5/18/21, 9:01 AM;($0.20);$3.91;0.0;
43;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$64.20;5/18/21, 9:01 AM;;$3.83;-1.0;
44;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$63.77;5/18/21, 9:03 AM;$0.43;$4.34;0.0;
45;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$63.77;5/18/21, 9:03 AM;;$4.27;1.0;
46;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$64.48;5/18/21, 9:08 AM;$0.71;$5.05;0.0;
47;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$64.48;5/18/21, 9:08 AM;;$5.19;-1.0;
48;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$64.64;5/18/21, 9:14 AM;($0.16);$4.89;0.0;
49;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$64.64;5/18/21, 9:14 AM;;$5.12;1.0;
50;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$65.01;5/18/21, 9:18 AM;$0.36;$5.25;0.0;
51;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$65.01;5/18/21, 9:18 AM;;$5.35;-1.0;
52;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$65.31;5/18/21, 9:22 AM;($0.31);$4.95;0.0;
53;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$65.31;5/18/21, 9:22 AM;;$4.77;1.0;
54;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$65.13;5/18/21, 9:22 AM;($0.18);$4.77;0.0;
55;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$65.13;5/18/21, 9:22 AM;;$4.56;-1.0;
56;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$65.34;5/18/21, 9:22 AM;($0.21);$4.56;0.0;
57;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$65.34;5/18/21, 9:22 AM;;$4.39;1.0;
58;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$65.64;5/18/21, 9:31 AM;$0.30;$4.86;0.0;
59;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$65.64;5/18/21, 9:31 AM;;$5.08;-1.0;
60;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$65.98;5/18/21, 9:37 AM;($0.34);$4.52;0.0;
61;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$65.98;5/18/21, 9:37 AM;;$4.74;1.0;
62;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$66.11;5/18/21, 9:43 AM;$0.13;$4.65;0.0;
63;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$66.11;5/18/21, 9:43 AM;;$4.89;-1.0;
64;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$66.13;5/18/21, 9:45 AM;($0.02);$4.63;0.0;
65;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$66.13;5/18/21, 9:45 AM;;$4.55;1.0;
66;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$66.02;5/18/21, 9:50 AM;($0.11);$4.52;0.0;
67;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$66.02;5/18/21, 9:50 AM;;$4.45;-1.0;
68;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$65.80;5/18/21, 9:58 AM;$0.22;$4.74;0.0;
69;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$65.80;5/18/21, 9:58 AM;;$4.55;1.0;
70;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$65.37;5/18/21, 10:00 AM;($0.43);$4.31;0.0;
71;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$65.37;5/18/21, 10:00 AM;;$4.12;-1.0;
72;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$65.79;5/18/21, 10:02 AM;($0.42);$3.89;0.0;
73;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$65.79;5/18/21, 10:02 AM;;$4.08;1.0;
74;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$65.86;5/18/21, 10:06 AM;$0.07;$3.96;0.0;
75;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$65.86;5/18/21, 10:06 AM;;$4.06;-1.0;
76;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$66.07;5/18/21, 10:19 AM;($0.21);$3.75;0.0;
77;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$66.07;5/18/21, 10:19 AM;;$3.62;1.0;
78;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$65.94;5/18/21, 10:20 AM;($0.13);$3.62;0.0;
79;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$65.94;5/18/21, 10:20 AM;;$3.60;-1.0;
80;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$65.05;5/18/21, 10:37 AM;$0.89;$4.51;0.0;
81;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$65.05;5/18/21, 10:37 AM;;$4.38;1.0;
82;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$64.81;5/18/21, 10:41 AM;($0.24);$4.27;0.0;
83;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$64.81;5/18/21, 10:41 AM;;$4.27;-1.0;
84;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$65.00;5/18/21, 10:45 AM;($0.19);$4.08;0.0;
85;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$65.00;5/18/21, 10:45 AM;;$4.32;1.0;
86;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$65.03;5/18/21, 10:54 AM;$0.02;$4.10;0.0;
87;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$65.03;5/18/21, 10:54 AM;;$3.94;-1.0;
88;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$65.42;5/18/21, 10:56 AM;($0.39);$3.70;0.0;
89;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$65.42;5/18/21, 10:56 AM;;$3.62;1.0;
90;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$65.10;5/18/21, 11:00 AM;($0.32);$3.38;0.0;
91;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$65.10;5/18/21, 11:00 AM;;$3.55;-1.0;
92;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$65.18;5/18/21, 11:11 AM;($0.08);$3.31;0.0;
93;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$65.18;5/18/21, 11:11 AM;;$3.09;1.0;
94;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$65.51;5/18/21, 11:48 AM;$0.33;$3.64;0.0;
95;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$65.51;5/18/21, 11:48 AM;;$3.50;-1.0;
96;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$65.53;5/18/21, 12:21 PM;($0.02);$3.61;0.0;
97;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$65.53;5/18/21, 12:21 PM;;$3.54;1.0;
98;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$65.24;5/18/21, 12:36 PM;($0.29);$3.32;0.0;
99;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$65.24;5/18/21, 12:36 PM;;$3.23;-1.0;
100;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$64.98;5/18/21, 1:05 PM;$0.26;$3.58;0.0;
101;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$64.98;5/18/21, 1:05 PM;;$3.42;1.0;
102;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$64.76;5/18/21, 1:21 PM;($0.22);$3.36;0.0;
103;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$64.76;5/18/21, 1:21 PM;;$3.56;-1.0;
104;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$63.32;5/18/21, 1:38 PM;$1.44;$4.80;0.0;
105;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$63.32;5/18/21, 1:38 PM;;$4.72;1.0;
106;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$63.02;5/18/21, 1:41 PM;($0.30);$4.50;0.0;
107;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$63.02;5/18/21, 1:41 PM;;$4.73;-1.0;
108;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$62.76;5/18/21, 1:48 PM;$0.26;$4.76;0.0;
109;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$62.76;5/18/21, 1:48 PM;;$4.89;1.0;
110;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$62.88;5/18/21, 1:53 PM;$0.12;$4.88;0.0;
111;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$62.88;5/18/21, 1:53 PM;;$5.05;-1.0;
112;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$63.08;5/18/21, 1:56 PM;($0.20);$4.68;0.0;
113;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$63.08;5/18/21, 1:56 PM;;$4.85;1.0;
114;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$63.47;5/18/21, 2:07 PM;$0.39;$5.07;0.0;
115;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$63.47;5/18/21, 2:07 PM;;$4.92;-1.0;
116;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$63.36;5/18/21, 2:22 PM;$0.11;$5.18;0.0;
117;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$63.36;5/18/21, 2:22 PM;;$5.33;1.0;
118;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$63.53;5/18/21, 2:34 PM;$0.17;$5.35;0.0;
119;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$63.53;5/18/21, 2:34 PM;;$5.15;-1.0;
120;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$63.79;5/18/21, 2:40 PM;($0.26);$5.09;0.0;
121;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$63.79;5/18/21, 2:40 PM;;$5.23;1.0;
122;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$63.74;5/18/21, 2:45 PM;($0.05);$5.04;0.0;
123;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$63.74;5/18/21, 2:45 PM;;$5.28;-1.0;
124;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$61.74;5/18/21, 4:07 PM;$2.00;$7.03;0.0;
125;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$61.74;5/18/21, 4:07 PM;;$6.86;1.0;
126;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$61.56;5/18/21, 6:52 PM;($0.18);$6.85;0.0;
127;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$61.56;5/18/21, 6:52 PM;;$7.05;-1.0;
128;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$60.28;5/19/21, 5:02 AM;$1.28;$8.13;0.0;
129;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$60.28;5/19/21, 5:02 AM;;$8.08;1.0;
130;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.99;5/19/21, 6:19 AM;($0.29);$7.84;0.0;
131;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.99;5/19/21, 6:19 AM;;$8.08;-1.0;
132;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.52;5/19/21, 7:09 AM;$0.47;$8.31;0.0;
133;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.52;5/19/21, 7:09 AM;;$8.55;1.0;
134;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.62;5/19/21, 7:56 AM;$0.10;$8.41;0.0;
135;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.62;5/19/21, 7:56 AM;;$8.36;-1.0;
136;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.98;5/19/21, 8:31 AM;$0.64;$9.05;0.0;
137;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.98;5/19/21, 8:31 AM;;$9.29;1.0;
138;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.90;5/19/21, 8:32 AM;$0.92;$9.97;0.0;
139;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.90;5/19/21, 8:32 AM;;$10.21;-1.0;
140;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.57;5/19/21, 8:33 AM;$0.33;$10.30;0.0;
141;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.57;5/19/21, 8:33 AM;;$10.54;1.0;
142;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.76;5/19/21, 8:34 AM;$0.19;$10.49;0.0;
143;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.76;5/19/21, 8:34 AM;;$10.65;-1.0;
144;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.34;5/19/21, 8:35 AM;$0.42;$10.91;0.0;
145;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.34;5/19/21, 8:35 AM;;$10.81;1.0;
146;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.16;5/19/21, 8:37 AM;($0.18);$10.73;0.0;
147;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.16;5/19/21, 8:37 AM;;$10.92;-1.0;
148;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.54;5/19/21, 8:38 AM;$0.62;$11.35;0.0;
149;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.54;5/19/21, 8:38 AM;;$11.48;1.0;
150;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.43;5/19/21, 8:39 AM;($0.11);$11.24;0.0;
151;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.43;5/19/21, 8:39 AM;;$11.10;-1.0;
152;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.65;5/19/21, 8:41 AM;($0.22);$11.02;0.0;
153;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.65;5/19/21, 8:41 AM;;$10.90;1.0;
154;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.30;5/19/21, 8:41 AM;($0.35);$10.67;0.0;
155;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$58.30;5/19/21, 8:41 AM;;$10.91;-1.0;
156;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.26;5/19/21, 8:42 AM;$0.04;$10.71;0.0;
157;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.26;5/19/21, 8:42 AM;;$10.95;1.0;
158;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.19;5/19/21, 8:44 AM;$0.93;$11.64;0.0;
159;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.19;5/19/21, 8:44 AM;;$11.49;-1.0;
160;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.70;5/19/21, 8:45 AM;($0.51);$11.13;0.0;
161;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.70;5/19/21, 8:45 AM;;$11.30;1.0;
162;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.65;5/19/21, 8:46 AM;($0.05);$11.08;0.0;
163;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.65;5/19/21, 8:46 AM;;$11.32;-1.0;
164;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.77;5/19/21, 8:48 AM;($0.12);$10.96;0.0;
165;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.77;5/19/21, 8:48 AM;;$11.20;1.0;
166;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.87;5/19/21, 8:49 AM;$0.10;$11.06;0.0;
167;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.87;5/19/21, 8:49 AM;;$10.93;-1.0;
168;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$60.31;5/19/21, 8:50 AM;($0.44);$10.62;0.0;
169;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$60.31;5/19/21, 8:50 AM;;$10.50;1.0;
170;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.95;5/19/21, 8:50 AM;($0.36);$10.26;0.0;
171;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.95;5/19/21, 8:50 AM;;$10.17;-1.0;
172;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$60.28;5/19/21, 8:50 AM;($0.33);$9.93;0.0;
173;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$60.28;5/19/21, 8:50 AM;;$9.74;1.0;
174;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.85;5/19/21, 8:51 AM;($0.43);$9.50;0.0;
175;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.85;5/19/21, 8:51 AM;;$9.30;-1.0;
176;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$60.15;5/19/21, 8:51 AM;($0.30);$9.20;0.0;
177;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$60.15;5/19/21, 8:51 AM;;$9.14;1.0;
178;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.96;5/19/21, 8:52 AM;($0.19);$9.01;0.0;
179;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.96;5/19/21, 8:52 AM;;$9.25;-1.0;
180;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.16;5/19/21, 8:56 AM;$0.80;$9.81;0.0;
181;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.16;5/19/21, 8:56 AM;;$10.05;1.0;
182;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.36;5/19/21, 8:57 AM;$0.20;$10.01;0.0;
183;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.36;5/19/21, 8:57 AM;;$10.11;-1.0;
184;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$59.44;5/19/21, 9:00 AM;($0.08);$9.92;0.0;
185;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$59.44;5/19/21, 9:00 AM;;$9.86;1.0;
186;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$59.14;5/19/21, 9:01 AM;($0.31);$9.62;0.0;
187;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$59.14;5/19/21, 9:01 AM;;$9.86;-1.0;
188;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.02;5/19/21, 9:05 AM;$1.12;$10.74;0.0;
189;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.02;5/19/21, 9:05 AM;;$10.55;1.0;
190;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$57.82;5/19/21, 9:05 AM;($0.20);$10.55;0.0;
191;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Open;-1.0;$57.82;5/19/21, 9:05 AM;;$10.38;-1.0;
192;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Close;1.0;$58.14;5/19/21, 9:06 AM;($0.32);$10.22;0.0;
193;PAT_Price_Action_Trading_Strategy(BUY PAT);Buy to Open;1.0;$58.14;5/19/21, 9:06 AM;;$10.34;1.0;
194;PAT_Price_Action_Trading_Strategy(SELL PAT);Sell to Close;-1.0;$58.19;5/19/21, 9:08 AM;$0.05;$10.27;0.0;
